10.172.162.20 - - [03/Dec/2015:00:51:12 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/menu_down_arrow.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/menu_right_arrow2.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:16 -0800] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 330
10.58.180.73 - - [03/Dec/2015:23:57:16 -0800] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 1963
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "POST /jenkins/j_acegi_security_check HTTP/1.1" 302 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/ HTTP/1.1" 200 5411
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:20 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/48x48/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/48x48/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/plugin/email-ext/images/template-debugger.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/16x16/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/16x16/health-60to79.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:21 -0800] "GET /jenkins/static/632e0264/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:26 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:57:31 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:57:36 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:57:41 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:57:46 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:57:50 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:50 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:50 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:50 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:50 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/configure HTTP/1.1" 200 23352
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/clock.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/setting.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/24x24/edit-delete.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/images/16x16/health-60to79.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:51 -0800] "GET /jenkins/static/632e0264/plugin/email-ext/images/template-debugger.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/static/632e0264/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/static/632e0264/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.model.FreeStyleProject/checkLabel?value=master HTTP/1.1" 200 171
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "POST /jenkins/$stapler/bound/85278e02-224d-4735-84d2-9ac206fe46f5/render HTTP/1.1" 200 180
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsRepository/fillCompressionLevelItems HTTP/1.1" 200 154
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "POST /jenkins/$stapler/bound/adc51fb0-f9e9-4422-ac44-287fd3dfb685/render HTTP/1.1" 200 790
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.model.FreeStyleProject/checkCustomWorkspace?value=&customWorkspace= HTTP/1.1" 200 119
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/checkDisplayName?displayName=&jobName=SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302 HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [03/Dec/2015:23:57:52 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsRepository/checkCvsRoot?value= HTTP/1.1" 200 113
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsModule/checkRemoteName?value= HTTP/1.1" 200 117
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.CvsModule/checkProjectsetFileName?value= HTTP/1.1" 200 126
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.ExcludedRegion/checkPattern?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkRemote?value= HTTP/1.1" 200 120
10.58.180.73 - - [03/Dec/2015:23:57:53 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkLocal?value=. HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkRevisionPropertiesSupported?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/jenkins.triggers.ReverseBuildTrigger/checkUpstreamProjects?value= HTTP/1.1" 200 113
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=jesson.ji%40sap.com%2C%20lisa.lew%40sap.com HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/publisher/ExtendedEmailPublisher/recipientListRecipientsCheck?value=%24DEFAULT_REPLYTO HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkExcludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkIncludedRegions?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkExcludedUsers?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:55 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.scm.SubversionSCM/checkExcludedCommitMessages?value= HTTP/1.1" 200 6
10.58.180.73 - - [03/Dec/2015:23:57:55 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/descriptorByName/hudson.triggers.TimerTrigger/checkSpec?value= HTTP/1.1" 200 125
10.58.180.73 - - [03/Dec/2015:23:57:55 -0800] "GET /jenkins/trigger/TimerTrigger/check?value= HTTP/1.1" 200 125
10.58.180.73 - - [03/Dec/2015:23:57:56 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:58:01 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:58:07 -0800] "POST /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/buildHistory/ajax HTTP/1.1" 200 51
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/ HTTP/1.1" 200 5528
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:58:14 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
